Status.state,NomeEntidade,NumFistel,NumServico,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,tipoTecnologia,meioAcesso,FreqTxMHz,FreqRxMHz,Azimute,CodTipoClasseEstacao,ClassInfraFisica,CompartilhamentoInfraFisica,CodTipoAntena,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,Polarizacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,CodDebitoTFI,DataLicenciamento,DataPrimeiroLicenciamento,NumRede,_id,DataValidade,NumFistelAssociado,NomeEntidadeAssociado,Municipio.NomeMunicipio
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","3769771","RUA JOAO CONY","","RS","4314100","5M00G9W","WCDMA","","","2160","1970","250","FB","","NA","760","002000703518","16.4","23","55","0","X","94","013911303257","81.8","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65544","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","33992016","3769771","RUA JOAO CONY","","RS","4314100","5M00G9W","WCDMA","","","2140","1950","360","FB","","NA","760","002000703518","16.4","23","55","0","X","94","013911303257","81.8","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65545","2026-06-01","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","874.5","829.5","360","FB","","NA","760","021521203257","12.8","30","68","0","X","96","007160803257","55","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65547","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","874.5","829.5","360","FB","","NA","760","021521203257","12.8","30","68","0","X","96","017030603257","64.5","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65548","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","874.5","829.5","250","FB","","NA","760","021521203257","12.8","30","68","0","X","96","017030603257","64.5","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65549","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","5M00G7W","WCDMA","","","874.5","829.5","250","FB","","NA","760","002000703518","16.4","23","55","0","X","94","027610903257","67","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6554a","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","890.75","845.75","250","FB","","NA","760","021521203257","12.8","30","68","0","X","96","007160803257","55","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6554c","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","5M00G7W","WCDMA","","","890.75","845.75","360","FB","","NA","760","002000703518","16.4","23","55","0","X","94","027610903257","67","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6554d","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","5M00G7W","WCDMA","","","890.75","845.75","250","FB","","NA","760","002000703518","16.4","23","55","0","X","94","027610903257","67","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6554e","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","3769771","RUA JOAO CONY","","RS","4314100","5M00G9W","WCDMA","","","2160","1970","360","FB","","NA","760","002000703518","16.4","23","55","0","X","94","013911303257","81.8","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6554f","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","3769771","RUA JOAO CONY","","RS","4314100","5M00G9W","WCDMA","","","2160","1970","130","FB","","NA","760","002000703518","16.4","23","55","0","X","94","013911303257","81.8","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65550","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","33992016","3769771","RUA JOAO CONY","","RS","4314100","5M00G9W","WCDMA","","","2140","1950","250","FB","","NA","760","002000703518","16.4","23","55","0","X","94","013911303257","81.8","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65551","2026-06-01","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48422023","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","1855","1760","360","FB","","NA","760","021521203257","12.8","30","68","0","X","96","003331103257","59.2","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65552","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","874.5","829.5","250","FB","","NA","760","021521203257","12.8","30","68","0","X","96","007160803257","55","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65553","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","874.5","829.5","130","FB","","NA","760","021521203257","12.8","30","68","0","X","96","017030603257","64.5","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65554","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","5M00G7W","WCDMA","","","874.5","829.5","130","FB","","NA","760","002000703518","16.4","23","55","0","X","94","027610903257","67","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65555","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","890.75","845.75","360","FB","","NA","760","021521203257","12.8","30","68","0","X","96","017030603257","64.5","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65557","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","890.75","845.75","130","FB","","NA","760","021521203257","12.8","30","68","0","X","96","017030603257","64.5","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65558","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","33992016","3769771","RUA JOAO CONY","","RS","4314100","5M00G9W","WCDMA","","","2140","1950","130","FB","","NA","760","002000703518","16.4","23","55","0","X","94","013911303257","81.8","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65559","2026-06-01","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48422023","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","1855","1760","130","FB","","NA","760","021521203257","12.8","30","68","0","X","96","003331103257","59.2","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6555a","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48422023","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","1855","1760","250","FB","","NA","760","021521203257","12.8","30","68","0","X","96","003331103257","59.2","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6555b","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","59072012","3769771","RUA JOAO CONY","","RS","4314100","20M0G7W","LTE","","","2680","2560","360","FB","","NA","760","021521203257","12.8","30","68","0.0","X","96","028951303257","46.1","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6555c","2027-10-18","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","59072012","3769771","RUA JOAO CONY","","RS","4314100","20M0G7W","LTE","","","2680","2560","130","FB","","NA","760","021521203257","12.8","30","68","0.0","X","96","028951303257","46.1","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6555d","2027-10-18","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","59072012","3769771","RUA JOAO CONY","","RS","4314100","20M0G7W","LTE","","","2680","2560","250","FB","","NA","760","021521203257","12.8","30","68","0.0","X","96","028951303257","46.1","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f6555e","2027-10-18","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","5M00G7W","WCDMA","","","874.5","829.5","360","FB","","NA","760","002000703518","16.4","23","55","0","X","94","027610903257","67","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65561","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","890.75","845.75","360","FB","","NA","760","021521203257","12.8","30","68","0","X","96","007160803257","55","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65563","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","200KG7W","GSM","","","890.75","845.75","250","FB","","NA","760","021521203257","12.8","30","68","0","X","96","017030603257","64.5","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65564","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","3769771","RUA JOAO CONY","","RS","4314100","5M00G7W","WCDMA","","","890.75","845.75","130","FB","","NA","760","002000703518","16.4","23","55","0","X","94","027610903257","67","-28.27","-52.38833","G","2023-07-13","1999-10-05","","4d5c019f65565","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00G9W","WCDMA","","","2160","1970","360","FB","","NA","760","024951005080","16.5","28","66","0","X","45","011060703257","49.1","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e0","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00G9W","WCDMA","","","2160","1970","120","FB","","NA","760","024951005080","16.5","28","66","0","X","45","011060703257","49.1","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e1","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00G9W","WCDMA","","","2160","1970","240","FB","","NA","760","024951005080","16.5","28","66","0","X","45","011060703257","49.1","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e2","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D7W","WCDMA","","","2160","1970","360","FB","","NA","760","024951005080","16.5","28","66","0","X","45","013911303257","85.7","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e3","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","33992016","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00G9W","WCDMA","","","2140","1950","120","FB","","NA","760","024951005080","16.5","28","66","0","X","45","011060703257","49.1","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e4","2026-06-01","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","200KG7W","GSM","","","890.75","845.75","120","FB","","NA","760","021521203257","12.8","30","68","0","X","45","017030603257","64.5","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e5","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D9W","WCDMA","","","890.75","845.75","120","FB","","NA","760","024951005080","16.5","28","66","0","X","45","029361003257","46","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e6","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","33992016","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00G9W","WCDMA","","","2140","1950","360","FB","","NA","760","024951005080","16.5","28","66","0","X","45","011060703257","49.1","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e7","2026-06-01","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48422023","6663346","Rua Capitao Eleuterio","","RS","4314100","200KG7W","GSM","","","1855","1760","360","FB","","NA","760","021521203257","12.8","30","68","0","X","45","003331103257","59.2","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e8","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48422023","6663346","Rua Capitao Eleuterio","","RS","4314100","200KG7W","GSM","","","1855","1760","240","FB","","NA","760","021521203257","12.8","30","68","0","X","45","003331103257","59.2","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7e9","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D7W","WCDMA","","","2167.5","1977.5","240","FB","","NA","760","024951005080","16.5","28","66","0","X","45","013911303257","85.7","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7ea","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","59072012","6663346","Rua Capitao Eleuterio","","RS","4314100","20M0G7W","LTE","","","2680","2560","360","FB","","NA","760","021521203257","12.8","30","68","0.0","X","45","021561203257","46.1","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7eb","2027-10-18","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","59072012","6663346","Rua Capitao Eleuterio","","RS","4314100","20M0G7W","LTE","","","2680","2560","120","FB","","NA","760","021521203257","12.8","30","68","0.0","X","45","021561203257","46.1","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7ec","2027-10-18","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","200KG7W","GSM","","","874.5","829.5","120","FB","","NA","760","021521203257","12.8","30","68","0","X","45","017030603257","64.5","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7ed","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","200KG7W","GSM","","","874.5","829.5","240","FB","","NA","760","021521203257","12.8","30","68","0","X","45","017030603257","64.5","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7ee","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","200KG7W","GSM","","","890.75","845.75","360","FB","","NA","760","021521203257","12.8","30","68","0","X","45","007160803257","55","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7ef","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","200KG7W","GSM","","","890.75","845.75","240","FB","","NA","760","021521203257","12.8","30","68","0","X","45","017030603257","64.5","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f0","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D9W","WCDMA","","","890.75","845.75","240","FB","","NA","760","024951005080","16.5","28","66","0","X","45","029361003257","46","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f1","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D7W","WCDMA","","","2160","1970","120","FB","","NA","760","024951005080","16.5","28","66","0","X","45","013911303257","85.7","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f2","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","33992016","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00G9W","WCDMA","","","2140","1950","240","FB","","NA","760","024951005080","16.5","28","66","0","X","45","011060703257","49.1","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f3","2026-06-01","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48422023","6663346","Rua Capitao Eleuterio","","RS","4314100","200KG7W","GSM","","","1855","1760","120","FB","","NA","760","021521203257","12.8","30","68","0","X","45","003331103257","59.2","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f4","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D7W","WCDMA","","","2167.5","1977.5","360","FB","","NA","760","024951005080","16.5","28","66","0","X","45","013911303257","85.7","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f5","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","48412023","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D7W","WCDMA","","","2167.5","1977.5","120","FB","","NA","760","024951005080","16.5","28","66","0","X","45","013911303257","85.7","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f6","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","59072012","6663346","Rua Capitao Eleuterio","","RS","4314100","20M0G7W","LTE","","","2680","2560","240","FB","","NA","760","021521203257","12.8","30","68","0.0","X","45","021561203257","46.1","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f7","2027-10-18","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","200KG7W","GSM","","","874.5","829.5","360","FB","","NA","760","021521203257","12.8","30","68","0","X","45","007160803257","55","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f8","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D9W","WCDMA","","","874.5","829.5","360","FB","","NA","760","024951005080","16.5","28","66","0","X","45","029361003257","46","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7f9","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D9W","WCDMA","","","874.5","829.5","120","FB","","NA","760","024951005080","16.5","28","66","0","X","45","029361003257","46","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7fa","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D9W","WCDMA","","","874.5","829.5","240","FB","","NA","760","024951005080","16.5","28","66","0","X","45","029361003257","46","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7fb","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","TELEFONICA BRASIL S.A.","50409146366","010","155832022","6663346","Rua Capitao Eleuterio","","RS","4314100","5M00D9W","WCDMA","","","890.75","845.75","360","FB","","NA","760","024951005080","16.5","28","66","0","X","45","029361003257","46","-28.26111","-52.40389","G","2024-06-12","2003-02-26","","4d5c019f6f7fc","2028-11-29","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","169212022","422427080","R TEIXEIRA SOARES","","RS","4314100","200KG7W","GSM","","","1822.5","1727.5","290","FB","Greenfield","não","760","","16.7","25","64","5","X","37","012111805894","20","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcc0","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","169212022","422427080","R TEIXEIRA SOARES","","RS","4314100","200KG7W","GSM","","","1822.5","1727.5","0","FB","Greenfield","não","760","","16.7","25","64","4","X","37","012111805894","20","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcc1","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","46642011","422427080","R TEIXEIRA SOARES","","RS","4314100","200KG7W","GSM","","","1875","1780","290","FB","Greenfield","não","760","","16.7","25","64","5","X","37","012111805894","20","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcc5","2028-04-15","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","59592012","422427080","R TEIXEIRA SOARES","","RS","4314100","20M0G7W","LTE","","","2640","2520","290","FB","Greenfield","não","760","","17.6","25","60","5","X","37","056351705894","40","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcc9","2027-10-18","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","169212022","422427080","R TEIXEIRA SOARES","","RS","4314100","200KG7W","GSM","","","1822.5","1727.5","160","FB","Greenfield","não","760","","16.7","25","64","1","X","37","012111805894","20","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcce","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","46642011","422427080","R TEIXEIRA SOARES","","RS","4314100","200KG7W","GSM","","","1875","1780","0","FB","Greenfield","não","760","","16.7","25","64","4","X","37","012111805894","20","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcd7","2028-04-15","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","46642011","422427080","R TEIXEIRA SOARES","","RS","4314100","200KG7W","GSM","","","1875","1780","160","FB","Greenfield","não","760","","16.7","25","64","1","X","37","012111805894","20","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcd8","2028-04-15","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","59592012","422427080","R TEIXEIRA SOARES","","RS","4314100","20M0G7W","LTE","","","2640","2520","0","FB","Greenfield","não","760","","17.6","25","60","4","X","37","056351705894","40","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fce5","2027-10-18","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","46642011","422427080","R TEIXEIRA SOARES","","RS","4314100","5M00G7W","WCDMA","","","885","840","290","FB","Greenfield","não","760","","13.8","25","60","5","X","37","039721705894","80","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcef","2028-04-15","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","46642011","422427080","R TEIXEIRA SOARES","","RS","4314100","5M00G7W","WCDMA","","","885","840","0","FB","Greenfield","não","760","","13.8","25","60","4","X","37","039721705894","80","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcf1","2028-04-15","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","59592012","422427080","R TEIXEIRA SOARES","","RS","4314100","20M0G7W","LTE","","","2640","2520","160","FB","Greenfield","não","760","","17.6","25","60","1","X","37","056351705894","40","-28.26218","-52.4123","G","2025-05-28","1999-05-03","","4d5c019f8fcfc","2027-10-18","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","48372023","422427098","R SOLEDADE","","RS","4314100","5M00G7W","WCDMA","","","2130","1940","270","FB","Greenfield","não","760","","17.2","25","65","4","X","50","018151001882","60.2","-28.25259","-52.42314","G","2025-04-28","1999-05-03","","4d5c019f8fd06","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","48372023","422427098","R SOLEDADE","","RS","4314100","5M00G7W","WCDMA","","","2130","1940","115","FB","Greenfield","não","760","","17.2","25","65","4","X","50","018151001882","60.2","-28.25259","-52.42314","G","2025-04-28","1999-05-03","","4d5c019f8fd07","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","48372023","422427098","R SOLEDADE","","RS","4314100","5M00G7W","WCDMA","","","2130","1940","20","FB","Greenfield","não","760","","17.2","25","65","5","X","50","018151001882","60.2","-28.25259","-52.42314","G","2025-04-28","1999-05-03","","4d5c019f8fd0a","2038-04-30","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","169212022","422427098","R SOLEDADE","","RS","4314100","200KG7W","GSM","","","1822.5","1727.5","20","FB","Greenfield","não","760","","16.7","25","64","5","X","50","012111805894","20","-28.25259","-52.42314","G","2025-04-28","1999-05-03","","4d5c019f8fd0b","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","169212022","422427098","R SOLEDADE","","RS","4314100","200KG7W","GSM","","","1822.5","1727.5","115","FB","Greenfield","não","760","","16.7","25","64","4","X","50","012111805894","20","-28.25259","-52.42314","G","2025-04-28","1999-05-03","","4d5c019f8fd0d","2032-12-22","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","46642011","422427098","R SOLEDADE","","RS","4314100","5M00G7W","WCDMA","","","885","840","20","FB","Greenfield","não","760","","13.8","25","60","5","X","50","039721705894","80","-28.25259","-52.42314","G","2025-04-28","1999-05-03","","4d5c019f8fd16","2028-04-15","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","46642011","422427098","R SOLEDADE","","RS","4314100","5M00G7W","WCDMA","","","885","840","115","FB","Greenfield","não","760","","13.8","25","60","4","X","50","039721705894","80","-28.25259","-52.42314","G","2025-04-28","1999-05-03","","4d5c019f8fd18","2028-04-15","","","Passo Fundo"
"LIC-LIC-01","CLARO S.A.","50409889580","010","46642011","422427098","R SOLEDADE","","RS","4314100","200KG7W","GSM","","","1875","1780","20","FB","Greenfield","não","760","","16.7","25","64","5","X","50","012111805894","20","-28.25259","-52.42314","G","2025-04-28","1999-05-03","","4d5c019f8fd1c","2028-04-15","","","Passo Fundo"
